Location Name,Amount Spent (EUR)
Baden-Württemberg,12870
Bayern,14931
Berlin,6582
Brandenburg,1822
Bremen,899
Hamburg,2978
Hessen,7880
Mecklenburg-Vorpommern,2044
Niedersachsen,10113
Nordrhein-Westfalen,25028
Rheinland-Pfalz,6210
Saarland,1331
Sachsen,3312
Saxony-Anhalt,1669
Schleswig-Holstein,3199
Thüringen,1813
