Page ID,Page Name,Disclaimer,Amount Spent (EUR)
331832984040,LichtBlick,LichtBlick,405
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,346
105205171835668,Zervakis & Opdenhövel. Live.,ProSieben,274
194997973937131,LinkedIn,LinkedIn Germany GmbH,237
103355385129734,The Climate Pledge,The Climate Pledge,234
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,181
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,147
477942969211245,Engin Eroglu,"Renew Europe Group, European Parliament",139
178362315106,European Parliament,European Parliament,106
346059386316717,Dash,These ads ran without a disclaimer,103
161273245888,Save the Children Deutschland,Save the Children Deutschland,≤100
197589525931,Facebook app,Facebook,≤100
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,≤100
23216224900,Plan International Deutschland,Plan International Deutschland,≤100
484950398505596,IRC Deutschland,IRC Deutschland,≤100
1799289273687556,Beratungsstelle Frauennotruf Frankfurt,Beratungsstelle Frauennotruf Frankfurt,≤100
208991275785989,Vonovia,Vonovia SE,≤100
106063037604976,Hessisches Ministerium der Finanzen,Hessisches Ministerium der Finanzen,≤100
82734241364,Campact e.V.,Campact e.V.,≤100
868679606501085,Carsten Müller - Landratskandidat,Team Carsten Müller,≤100
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,≤100
112127710187776,LEA Hessen,LandesEnergieAgentur Hessen,≤100
108301831515052,Team Oliver Quilling,CDU Kreisverband Offenbach-Land,≤100
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,≤100
343364921106,Caritas international,Caritas international,≤100
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,≤100
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,≤100
116000986793106,Klima,Climate Labs GmbH,≤100
139065632780165,Monika Hohlmeier,Monika Hohlmeier,≤100
130534873659391,Green Planet Energy,Green Planet Energy eG,≤100
112005127912585,Michael Tryzna Partei -MTP "Verband Stadt und Landkreis Kassel",Michael Tryzna,≤100
593476900673774,ifaw,ifaw,≤100
217786668379580,350.org Deutschland,350.org Deutschland,≤100
111178567830971,Melem Liefer & Montageservice,Melem & Löhr GmbH & Co.KG,≤100
