Location Name,Amount Spent (EUR)
Baden-Württemberg,24277
Bayern,27928
Berlin,19248
Brandenburg,3491
Bremen,1721
Hamburg,6939
Hessen,14373
Mecklenburg-Vorpommern,4568
Niedersachsen,34039
Nordrhein-Westfalen,41120
Rheinland-Pfalz,9290
Saarland,2390
Sachsen,6731
Saxony-Anhalt,3455
Schleswig-Holstein,5967
Thüringen,3453
Unknown,≤100
