Location Name,Amount Spent (EUR)
Baden-Württemberg,14611
Bayern,18442
Berlin,11966
Brandenburg,2432
Bremen,1055
Hamburg,5631
Hessen,8620
Mecklenburg-Vorpommern,2196
Niedersachsen,15033
Nordrhein-Westfalen,25804
Rheinland-Pfalz,5587
Saarland,1758
Sachsen,4063
Saxony-Anhalt,1989
Schleswig-Holstein,3675
Thüringen,1885
