Location Name,Amount Spent (EUR)
Baden-Württemberg,8522
Bayern,10383
Berlin,5139
Brandenburg,1106
Bremen,578
Hamburg,2666
Hessen,5190
Mecklenburg-Vorpommern,1018
Niedersachsen,6681
Nordrhein-Westfalen,14463
Rheinland-Pfalz,3468
Saarland,1423
Sachsen,2377
Saxony-Anhalt,1060
Schleswig-Holstein,1852
Thüringen,1310
