Location Name,Amount Spent (EUR)
Baden-Württemberg,12021
Bayern,14995
Berlin,9750
Brandenburg,2246
Bremen,865
Hamburg,4811
Hessen,7670
Mecklenburg-Vorpommern,1705
Niedersachsen,11574
Nordrhein-Westfalen,21320
Rheinland-Pfalz,4518
Saarland,1394
Sachsen,3309
Saxony-Anhalt,1867
Schleswig-Holstein,3275
Thüringen,1581
Unknown,≤100
