Location Name,Amount Spent (EUR)
Baden-Württemberg,8564
Bayern,10406
Berlin,5501
Brandenburg,979
Bremen,590
Hamburg,2386
Hessen,5224
Mecklenburg-Vorpommern,1238
Niedersachsen,7462
Nordrhein-Westfalen,14598
Rheinland-Pfalz,3496
Saarland,1161
Sachsen,2322
Saxony-Anhalt,1200
Schleswig-Holstein,1905
Thüringen,1093
