Location Name,Amount Spent (EUR)
Baden-Württemberg,30585
Bayern,30681
Berlin,21507
Brandenburg,3565
Bremen,1834
Hamburg,10238
Hessen,19419
Mecklenburg-Vorpommern,4931
Niedersachsen,36589
Nordrhein-Westfalen,54142
Rheinland-Pfalz,14734
Saarland,2416
Sachsen,7017
Saxony-Anhalt,3688
Schleswig-Holstein,6289
Thüringen,3795
Unknown,≤100
