Location Name,Amount Spent (EUR)
Baden-Württemberg,11660
Bayern,13563
Berlin,6482
Brandenburg,1431
Bremen,784
Hamburg,2915
Hessen,6995
Mecklenburg-Vorpommern,1307
Niedersachsen,9219
Nordrhein-Westfalen,24474
Rheinland-Pfalz,4771
Saarland,1693
Sachsen,2700
Saxony-Anhalt,1465
Schleswig-Holstein,2616
Thüringen,1439
