Location Name,Amount Spent (EUR)
Baden-Württemberg,9578
Bayern,11720
Berlin,5448
Brandenburg,1120
Bremen,654
Hamburg,2694
Hessen,5831
Mecklenburg-Vorpommern,1032
Niedersachsen,7536
Nordrhein-Westfalen,15849
Rheinland-Pfalz,3641
Saarland,1320
Sachsen,2451
Saxony-Anhalt,1163
Schleswig-Holstein,1963
Thüringen,1238
