id,name,color,main_advertiser,advertisers
cdu,CDU,#111,78502295414,"78502295414,81386795687,1790920000965539,126952903983246,77094470902,301485916628595,190784743602,111303730284804,119192498110884,123608251805,211194715558010,1712552975702120,401644396606709,129459503748982,334931334040,2012567329069330,1186735191488652,100310154874411,168325299887228,171337982904329,1802871979838639,173540387171,178032906642,1512459202315535,195137827175331,109460782417586,101112124757774,108185017409,188677361503511,102003294835777,1014057301965054,744055308985961,131268050275994,102878094699976,1712174338805050,200855900382059,262653703751126,113775420407024,105215094483025,163688100429588,188563151156073,293912054880334,170032743135669,206465909483677,266691460417403,1734131903541810,64680977785,146453833478,176032212432424,192894677394511,577254072692345,338807766307963,54497594909,218475594838688,1020628358009021,327862874003443,275335619167195,105832580847848,116908774990653,969991799799891,143724732361016,183826048364143,109478215738226,313552348713676,102768571653125,151301751672763,104536221555827,139619772887950,109832419149120,100668651929871,105586340900313,334672670226546,100151881923406,545186722205280,2053330071620476,106309830837149,449843528921679,104598324496558,103265228734073,111098485567058,121574737887564,217523541326,98276387039,787491308075734,107652402721043,105010608261632,132906746879583,159683230832657,197241540388961,235730966607664,360162814034907,1053646904666813,107045650764452,286041075427675,115502389841173,217240221654203,491777120899479,1491699237825651,290897990187,308041569255,108881840642618,104474547975226,1451477971787433,338599714529,477603909116314,110949757892446,142004422534101,110938070669531,109997953867044,1111008692243168,763657517169359,341838573162694,282628458440875,199582526743398,103580178012993,685221951523894,361279990712164,173796242642081,117830926270959,103140978517786,102597335309813,205638336210232,100282314790889,10150139727730045,467097719983247,171011116314804,185070192443461,291263894255779,1436695426543784,208091765974091,139366599526413,160652444078120,1675083419467476,880165708696034,582471705132997,117266306949283,100713688581456,104674980966970,148832545795028,102081592078,117394930048554,320488628674422,311802575539452,276355032461890,587782541266189,213081232036397,150042131851386,530794873787817,103932007769315,108190344824359,571531942883916,1492455424300851,316189812305528,162828467491303,182580792863,1374233222887354,101126754702805,100919148170366,135213656531484,100361488208803,233983579975419,164514150363925,630279827112766,1092001897517632,283033412349554,962942207062265,123317111021370,562346783854479,708405492948265,100580731490026,322762741252571,330302030386099,876637439034270,262890930391164,108923620810745,227617187317229,182150885178243,2227491567500477,131522066902260,408203896670867,347640833008174,464337703775204,376276470032,302772059115,101604308011833,365423476926081,689826021027962,356249171058512,1091084444370680,202007559994993,605311632851649,400419253349131,395292651128485,108064841437070,1260228737415861,345302473477374,181875741858432,342944563241342,2027289487577534,548463755194264,1058189624203745,590870424277747,382692185145751,1415403032063414,105181787847596,140478649447844,725867397447239,688245224654106,106339947902304,108201221355932,186839224760164,179008035494902,101889315269599,219543768212516,193944157325672,390959455239,488031247921966,101143705599210,397783603998514,198795421186,1516172942029028,103243528044598,1407244726241803,254611358001316,137150642993637,477830295562771,542605582431001,194275744507966,433963470029816,101306745479644,352960862019689,186679911355970,244323896014944,111091417301264,744802515627357,845651642144776,102386281965003,159069494611423,1517688175031426,301320926723050,316693785076772,326767781231769,1777242045728084,127019494034914,819446194738091,100152395195213,108211391132298,206278649390158,350331198317578,329063703957074,445380536040850,112786405463390,107704059360925,1567510656812562,106357207749844,105028957723250,1300929249983957,155281094543800,307135309321563,103129798545640,1111451228907362,646489285469409,347658568600134,156534384397754,138137562908366,1906179006074575,547599508600386,100471655645989,112769204191632,734275806591915,1019710724716909,298621020195483,870550286426379,1418966561649695,118612498225271,683265332109614,756414911039240,108455804029490,102814784693051,626033404696777,619473634775212,198852450229768,102867994459198,104213091452111,191022350968802,10150146529760054,356513637708676,703294609702812,173177039386325,103648957870083,570977366424599,368934023168629,62772136958,161532337234985,253060498157297,178152388920264,193513477484532,331151420322565,1602898293365755,109582777314790,117550746354407,119118201490069,1847338492218497,405462239623589,101118384671819,169412026440818,103578158050770,150683938432857,1746473055453235,646619342117208,104184178177025,873702316084551,150245161704253,232560576906514,107545634489601,151949161505233,106441590741834,121030083009718,377137852416175,100312612287008,174069489298219,105331217727857,102017727923411,101261121528000,294461990574727,560032207402010,379780295458467,194381091320551,102006748744234,106627204567429,712926702193751,136415933572831,197400013689553,210614502420654,116783588405311,195611320891349,513459678814332,314234355346339,106600027618780,106096127967409,1255187724582050,84534791408,249941911792530,320545741931413,124943844303250,112212553968475,354930251803053,421843928424887,175356572544269,221281711220377,286689658107688,108611164735968,557519927648489,143562685771500,103242231889663,765471717156883,334120300419,179992382021009,887642688011987,114315916933527,877593122379180,161098417272968,145308568865769,169292693133118,187983344572193,220043621459084,1557427027906589,191720240879453,228808967228285,1465020017066339,101068071305292,223243394355768,146947498681487,131575460224638,103109561175378,1205090359551796,268877956890,229806657076695,246553465514271,101001919989818,114484108586773,400923533270421,1705704139744126,272413923137815,177994762386564,214334656686098,622489544781824,162039093854735,706593332689771,167232096631820,112659192149479,249634765199818,620596654648236,293778558750,616309275082956,434386943980697,102083991340817,118028903375311,246658235481414,109068469124309,461354211356725,103325004765281,1723053104590164,162038528840905,594340187302804,587636995066788,178590045652539,622182601165977,226018367465596,106496852771943,135790286632177,1886093808339186,111673000446664,265535236880643,165565646860776,212528129650187,2351643908244753,118472071697130,204261220053348,100643570087424,1161840337287890,105761409451782,840788762679830,159920227385629,1954784601310822,391998061384438,400133866760848,619302128101416,475303929184653,101876385162215,100985542113236,119648303197451,342763922482596,192353471499193,450117841778894,1697223683894363,138889259456937,169950456350100,113780262039695,105133724236339,237484956275456,104316494315058,600115863391241,192130224136065,120072323812,105819560797369,104751124332270,248002901881190,2019824568310635,1252042801517541,111172113596996,138253189667780,216347025147950,358878438318448,1413759668868860,173289976053171,269663970193,440162402679174,956080184452111,393266237476519,101976164831451,137892743057793,278493052206880,109219029148208,101323212019176,112326918787579,619070778260499,102579958198451,1124373614282331,139748452738895,206608846190450,140397266133041,100824714958307,105784487562982,422753381225185,776764795726550,115694673212759,137617969929921,175819999771812,135844266446045,889084884507536,1719628828327805,219471092157936,1703230543105268,622343138395067,351061452228422,104386411553681,109540569688307,177434455725932,754267631284223,136485783062714,166257730095482,812984645538402,427077177320834,846689652029606,1706148309600802,511374069387165,101909308574236,792165517819607,349231301854391,326178750781527,253321178149756,150269422347980,705566772824000,616160818526088,381665481945049,201474463300623,1412096375717251,105690337659121,107159188102976,102942371960657,355638771225529,122292841180558,112169420295256,293614417322068,920459768032640,2327598837527485,191323764269108,1446924335618254,1909343072625976,113461770313736,181572105511783,153085778085902,105030707638384,1413583132268389,674635422622328,1894072050898457,400578453368061,1810675295919526,640912045948624,393104384817540,2162996057099719,1381694108758429,623153037747312,1461709024050197,642010585956117,213823012065782,236309443175532,1131156930258137,425074144214888,111843426917041,1718191738408875,356312377821257,489871834519223,1544920055791567,1270580726330869,251391431596308,104376794761089,204520383060483,279132189565521,100172684943626,674412052630904,116234809817451,693562700662825,1480427852184415,198192480292389,751240091655625,104743904867134,2192317857512435,1835241440058461,148644471857321,511674012271739,164497270277390,936639979703804,657494447794763,360776930643275,335051309945837,180728115362815,109444630575909,106158784636314,394993023861229,230345713683124,223398571151024,113986368653004,110717012273506,104311147778329,458128297658230,117359044998831,1519831541606418,105217934559315,571222576887842,288675507931656,243771995737383,242039365895748,196747883675733,125206037536095,1420138248245853,1573776262872776,193685824017072,1491426437820645,1662669647319096,1429518653955788,154931417914192,106006658373651,183306471710137,1555009218088672,113174066803088,528012370683657,120634204728456,116372275225124,1402325536684611,557472911018473,186710151668224,113488638727247,228049723935105,695535213972748,139389382770886,875679899215439,2605830436157588,102724982011497,974961925892481,100191158432544,119181031432197,104155499665804,1648797462033753,173617832668119,1413789608924179,407670069364338,104058955218305,721493661216926,457640604322700,692198087493405,497775670287870,288442577916224,188677294497608,254469421403522,153806814675112,1426496484319349,1733711296922450,298027523994,183814781639846,211775979316894,393197817446282,105848287460366,844301975687812,296378370436008,105131144594180,1404851133120440,104108951117938,208002159266702,1478288782430817,443632662398519,229656033884947,366488436746770,108210364883453,475065139239132,606982369335164,202480273271379,368398669874310,225878894826191,110741534102059,2263987640593753,416471345591053,263426807165955,118365221559483,202647890370937,418975128138053,106208392787010,100144018148045,231633500645105,182292369171741,105272611867490,1054217334684129,476395252450813,370062053829979,258871697557631,101901927984119,101564648283076,403595380452485,1815469942105734,169513676439377,270592366378949,177181038980277,438481632962730,354270244669529,554355177946605,1258311444209618,2038455746447332,450838708389321,128675703900819,101015438329217,119836094693648,114145128974624,1478157202490696,160734997664367,102294314843049,127608807419079,503396569702880,592675327433415,109039317346211,1735022606821964,322488951108000,188353324537315,102314525375756,1452011378362017,134012060013088,521397298197812,415795511948222,588626394518446,565585213525634,109068271351410,598661630150635,260967863944008,1400512606848437,190076427861680,109092990610127,111081510423194,100143048926878,2501298519941988,144954842271188,53810387822,158178084240185,303734852970729,134651119878753,103231624653730,100174421564428,153514488025232,223942571117537,875524365823768,375196716024813,154395514626934,498687433540495,168710909850503,1588308518071269,289903304467900,1617996528483345,130453767149417,468689393197201,389328231263828,194127287315237,105786621499356,507719229383563,424139101024673,1855822448066968,424326837598599,173611642741960,455646321193165,734443896713118,369695607218208,325731754204223,546256842081414,184678664880473,1443726005842569,229443367116975,186699038205479,233734503401190,241167199278440,105563771403045,347175819039886,119976188037060,1499808146899551,102078341905536,142663465825106,214130325805152,293470830665144,580013195399403,102092301670217,1442935579341947,408066718377,452395314811059,195311520659423,456590651077853,1610509532530931,731220357272395,634691876703843,104408264641919,628306437206915,277810905674970,209379569250991,121753084516276,365023676868029,430061320527525,291314440980465,105675171532273,131251370415005,128245050706357,111261860456924,1734021903492626,240553262707123,206900322845502,419453304808622,426832974507797,149315275892887,588268608019801,113811077209969,209574169074392,102259457878446,952363764799100,133818163458390,425338230825019,271467069680796,146859055359674,398727736839393,642925239502480,487443491373554,105586048323370,112900193781976,325907958358434,844254989000987,1773700766191699,242043602649034,590727011389999,101547624640909,101202218686429,447350975348324,275768852705,921341487938511,836580993023136,104960911145027,231762066854929,522650944454345,119155148758792,101249718838573,105420141017224,870809093062801,103246236416384,306999623987,160923090658176,476428685707409,1897741213777748,164033833803322,582587338813502,231091473726673,1013334472066809,298610953559601,101645718712713,242162765853474,419059791482774,1987380828229661,333628927312773,295390037213185,320214781466077,108867060518749,612620872238608,351960394952625,345866716042091,112801723850050,287576958049087,214546961927765,408385705965676,356307044482568,107490104326152,115401286488884,102781318814576,156645444447910,147347808656764,101642368559714,200875150700863,515948882107563,197796830709210,106795777595142,553665218040903,266982266774783,1985087925051356,106048147449556,183897515897176,107382937643423,399490826903551,123659454321447,391162601208,353263014700314,105837551819911,719987274814638,310723699040867,486859248098070,563293290448713,106779687553743,116807698404734,808343455913424,104891978084314,899938260128690,565290846903673,167051843358580,639211599458481,547884271946326,497363343631884,362628967097723,100654631773257,1004128343002785,103702931853218,172177826165522,165723320454439,255556024819674,111108152386707,410574302469459,105816595009625,894934723933015,261964403964370,460699323963511,689773781063316,672044189484512,318994571105,188267364693369,1607607649484306,762700633783191,201072006762339,110541414139561,1001534519913508,184794221552486,105854321461399,112367967184247,246886672055364,195323473984637,147870419122960,908317032646727,187149911441714,384938794895861,712049292305578,1494491854096409,100363482093497,242201419149341,231948263510688,354777558628952,625398287537486,1030026913869030,526599324113408,645710768821678,213052772053328,103660031618798,451766678998208,419827174732853,102836818481184,110927810412325,517563508280966,408051903118159,525875910785263,508390402556657,217700871718012,101987958000534,506768159333260,627578530761241,106026631390717,1705044743096577,511597378884081,1411744895727417,258530744865261,256582337843820,759967707412950,406517810192111,278498102201183,451132008313146,161469523909600,471608762959517,226213160764912,402267039829121,108965330682398,363708540639020,461656064624563,291316957654028,108922720852498,232765350140648,161672137284469,276160389462164,1597655450337917,1054785984554788,847387425402196,183372748341662,109359588098772,184509255778068,1556105601317613,176943125816831"
spd,SPD,#db011a,47930567748,"47930567748,144380008933707,1522202731410785,330165526782,130013197106952,134137749971478,246882798660237,179057176050,50169278122,179655898748396,221015151338873,104145414310,130273271119,114051096811588,477257932385743,133831053368524,1402857076602559,76866574484,1801553256733890,144527089488,1456279681350421,139470429458087,146049068749703,295396807266554,661977487207883,417906251607978,57318667478,121115018256872,493734394101595,616796941720844,87921510981,100389502022479,216567531859512,103702154562110,104730014601694,371950716321791,322199684504750,135775026628805,470010929754315,312751442108983,204303396277570,202891703059373,165381593630826,360849940674426,101640291287044,183142558400276,107652469330889,30774145303,970462836298538,113462377450395,128880020505888,100709796660299,260587924600836,101595334575322,100192175085254,991016837606375,354020804610580,1602662696420915,214383545099,679270472492293,141233182633803,497328760287617,295105267257769,109433360575682,410100252391597,574378742662379,111319193894847,340333476033377,524965010906886,324712601051697,130938260290333,112333602252654,251373565543211,140300602673724,254001150144,184572898287456,105233098230457,187024618004397,101945947907281,117949966745319,96350979416,364491737725008,337384103009876,247446945305165,316067627870,133430763472093,251214968313715,101229198906085,226477964209185,399905680038132,214065808453,601163706652420,40415227476,1769874936617486,449738865388648,110017094494455,109006391253440,110832494108472,465618106798253,337150283792894,342626915771942,131868470238091,210608365644102,194580740596001,192914530744779,2140740582905024,340332092731147,102459227929518,101889895217340,1586557444966728,113959368688613,1424640187844980,107748367784673,457211171523961,394438254050576,100812792050185,123350685201,215574145176015,608692872546882,393300997508450,111080489096209,1642068702709637,176769343562,110599178974216,307579442621928,277110159132558,68029851352,247604555352058,104824124853030,104254297749998,106631297626608,160705637324870,205409269649413,262759890577614,2285393051781757,107077204373269,154079088364952,2205288519491183,158275244225584,344338202322791,351744732333754,153280254743848,583682991774426,724441470907492,156288854392108,154170531361424,446978088671849,2246747935646815,351343555438014,357463441022309,113799178796730,637698422930739,107949401450491,816849488352422,105620414514422,107113521150788,101646155027362,163504777056346,102613471947318,1634807696793090,101413508034119,798672606828740,154015121740225,101160819981648,261694123457,1568757030079109,120768974655040,100699901298990,219299761494261,102821294758057,112464673642322,1465795837014483,810191022689415,110918253709571,701822583272278,2290537637836798,107430737637644,303255759799527,117934986793217,112078627630040,1728384757389565,195868077126183,108884453961414,477075099436259,334917456712269,564006373609510,150320575050261,110950104062590,113064637156909,113181497087004,751533138525902,892868794194624,1395796810686553,104296665069745,105438501012933,107110814858285,101557913273369,1344470305633963,523641797678454,103968754935477,104063477761715,107834645951975,182588003457,1783917715156221,188290874515638,1125331980862292,100108454958399,206627416208075,456919637801837,1681677775437875,104525731374635,108295377293625,260974187313948,419122148484590,174477236363611,21370539959,1547881808869530,110043843955679,1675732229322111,388315334557102,126405167410480,101232515526658,1516461125324107,1504538346505678,112239703688787,102160768427515,640154696051935,114266450799,219103215691393,140835099309889,734275149955405,201237489904099,114961619941373,154226984729277,519742788599322,726866537391462,123837087688700,578604215560969,107635914798197,288773480763,169443373418757,118513912880064,106246149533201,502163379819352,356649257687146,1232732846774130,102685741855508,1692727327626236,123246351083034,113695727050771,156215317771334,110626356962665,1391635544418670,100856348087174,633428433948129,104080374911518,121015637940058,1447497155481468,343184722442888,103950034444585,103029254416234,100456548680686,107220187792662,100238801487587,890015597711627,167330623321780,105469062912351,102343321860802,106059551560463,145352222182513,1032679746785035,129337947086651,490116034356434,584317724930863,461229093988066,105637094565209,110257067566418,602583966540784,104665004817943,160822027305985,872845746151301,148947885200320,145515688966492,110957681254151,215208201837235,224410304422069,371245232916381,471807086286893,257630990921953,136815499687911,1347183115342653,200859259953900,101682598121789,279669396303255,184436841621919,2118608965082575,1513135758963763,104317671687260,161929783920704,457802800914232,291050360971486,392079271343256,425527817657161,171214489647009,183702711674959,1409358992660089,241850379587986,136661013075017,118585603105337,784273828310014,494404927415323,174237545967506,117351868341705,542496332551897,204737149885485,915579291846789,182361448472601,163712260340557,738855383168262,105520781551491,442544569140057,104097091570809,176212056159223,672243562803282,309279412497729,317585369012294,508280013028775,2273848225970175,430979060295502,288765681950874,947929218605062,337007018843,106425384339036,289104538442709,1528582510743731,1648061552082361,1183720371792072,215709365115488,110958099023937,355456486093,108173798605,102061707856542,262909053798327,248175478562043,101001938128959,998600530167370,1778467409144542,784092598319876,144465028943351,609789889035057,352389274800396,544925018859389,217852448265342,320469474668529,301317059902828,587187618113777,320968785199445,103426311472585,157394437625226,1492997144322656,447960332071641,251807408169241,151678198131,293486467392372,713078202050766,282664988517132,112401330456165,441278912673400,392682750774892,1769831753043195,162382360480711,370422547208084,106565771050950,46699968892,548980041876949,101348801334775,181486545375086,348731412468113,856790061039333,121550451249503,1572312559647154,230202191059203,149884666406,463627257129099,105744347698795,218412884937122,101036961816127,421504711241546,111485558944193,259697179304,102760488606572,207124005992850,225785300867199,232891533519040,200841259975587,488276387901037,1500023256884747,1437754239639431,102681518166412,103784008040021,152202681578053,109478957267117,353378978043242,1059624814072730,194000947338249,102203798533728,111539882276373,139588322909043,221980871190313,189233231683071,581773901833867,983574908390878,852522658119486,440410746061792,131796416966341,120982924654199,203683213002114,485452621525770,1728170224122620,107192357860149,337368156374937,321348601395055,137493346421823,1358105004234838,100787838163946,100149965501531,149114541839229,616311888552136,103709661118140,120717544677137,270720956417952,309266253252788,331224067489852,575620122615000,979950552080823,1429518493958631,807356352677713,587271761290487,459619670738781,288153501787039,212519728941691,165470723502713,140421836003941,302634229761743,458246824225739,315825775225774,439757922821577,100215810134416,1007871102569854,100266881635663,1444771925770062,124118510955121,915886355154170,339310326206364,207617922690396,457029444413684,372225709518819,153877048013945,102740614534684,158663747533894,1475379519347287,101854695299581,69404712263,111756477026245,194900680538033,666552933381264,100374258395193,148048445345481,114060243730639,141251991603,100238765558919,490278817998103,811355685586760,108202784148013,552695711422350,532835493527222,153970597959268,754165398004829,264227074043892,256117411416886,145714592906780,1840556626160902,103511667938848,104162648529386,109864144532149,287555251337661,190468770992227,356985227719794,765889123504317,104539355140822,735949676445695,108630844219911,1480775885502290,185776124807845,195950842440,53899896355,1499838286989553,111826602193280,248682761398,364927200545718,318225998296979,242685122421529,363643610396004,171440842944961,1015856151760815,129232680489609,189468777897732,165969446885708,236968340096641,372945726127463,140320202651489,308431212560664,1435252830105081,317659425474752,392612317415915,793179084064795,689480484549180,281262095237744,169119309772719,139085952826932,100662968336950,107168781428057,109391867067903,1083606395103900,919395281453051,395585603937481,562944670454901,111495670208138,141268525972760,399954936845367,115381606880307,213071802089962,707653939352198,103675361378837,339905446434,2194567703995654,126315864374137,150287865125467,377032236028533,444936262270420,107108381045512,234100833457277,403066756490588,729117877114249,748843655221499,140119866067404,970577772954169,621438468048970,125755257496349,110501198961505,379602118717797,194750987330658,567099023316240,1481006735528189,116114898449964,146921572128408,112048276797183,114719803268506,112303196998297,152607568138726,218707074975964,1158149544313637,113258873705807,257919137642351,250813871652141,113303890809044,811587995637962,1390592884494585,106452201052665,104401952226,115025873690092,337343253067239,1202035223303862,168769066512100,1817907038262002,102845048503164,362679667168248,785733905104692,553799624674841,1410466349282953,113481263711054,106070272780541,113166746889419,859513860759959,320213431946528,100743461669976,1504317496552975,324692417633463,624473880918494,190978834276116,227497950644482,183009855056792,171223459752684,495204907288074,1162983947061669,103046154909612,138799189517532,148065895914431,301054320008266,235777703881390,104476108607888,705012212943068,386079831431392,233964020106162,413229602215399,111384830523915,150709471667508,363372200360766,217718761742805,147245642481952,1410718009143557,284374241678873,118064814940208,860750117320467,1454650211502005,262613533858967,166839436777791,233385923348063,322266364484110,196662360356014,347490025813757,105900954976978,241441940039273,102292645193899,657945964272727,932452386868716,153950617975422,131320197513529,188736074636683,638251506322837,630475067346804,152167088159754,201799393231080,285683155371935,344055748981740,386273595161885,114796587100298,897159940402238,242630369213987,123555224338965,321898525248622,1026259434088431,1399927526932009,101741794946479,102260548015498,111093297332906,580984981922509,466827823448703,182169668555722,632311443486025,403979683085592,101128461824764,495768353890319,947698875297569,474622062594316,103859252984490,110715173724,132342186828342,1597688390457410,241805475978691,102064075040828,1554045751538652,100280961555475,1098415010183215,102717265242302,491423294304836,476715839185665,416577475097546,104875141481200,627368604009057,379600872131442,1560487410667957,140882622665082,126017870794190,108116198144425,255437134546644,1638965259687442,105167424902352,130978233654507,461089893974532,423412921450666,717291058320935,109192024187887,106985704442263,379830908724697,1440334626199243,386859844695287,253819871459590,104375332966622,267673069737,106040096082806,777675315579060,298475333888492,558551947510975,100822375082710,605836856159404,675518369317132,107639914731808,330431259569,390331498408957,760083757359567,251156695278442,1112153592322078,331086060740488,164123927360388,105129234203981,153450038061323,115576570572503,1727463854190580,1535311413448886,293167301409272,105306977836510,136333123109102,509266272525101,103341471414385,215678411887052,164163750299040,10150139228955451,367204193299104,101944088204294,1745927662290178,109427704171959,621704367889607,102313728549130,286408911382308,101173628089335,490334917760729,100271051829501,345025982255953,102100548483002,395595303969851,132742383469853,105149037946872,446354818798996,1723728737910446,350469688425849,115142500247279,143820545693217,412134502267205,104709917815051,2105448553065699,441351739308393,475264629229879,568297056577159,561712153867835,104169468003357,104700031886959,104405104362112,594208680718094,402304819897555,2242855382623767,170272316368168,381540411944483,107484764341254,281122228012,114436576623371,574990939197076,105428091037360,235822069891697,106836647578782,341015402620547,112679470469653,100672118279496,120108879902042,731102556947300,259499460849379,2556988657651626,262950473606,193178474048113,1387711347939337,1848478805375701,1714591092105647,1246280742048644,405082846275016,105937247811170,2065555670386974,299147070277017,1778237112425664,144917329592746,210058829027050,108254568183827,1429915187231620,567543866733697,607719632994986,107560060893268,145304793041849,256595757863013,213096168901033,111761849003683,387861357958496,144811206346407,682124551996799,1604279433235182,106030164511959,553020724739212,105582671675972,242019829158546,832496356889688,106076808354525,188220288388752,886031734777105,1528824154099716,128414327190275,256833181167517,195992124283420,112521843528943,224761767666546,271837139607775,1055079281188145,338792609555310,114836333248764,367810743667763,649913788417903,162176610571982,128551170506139,185413701557817,181934788601360,263676400473689,107257601429521,1433558319994719,333831323376332,258679164938305,1728526720521604,1762497063782108,109141753838088,409392505748231,467923959890846,114797460647719,252477888184211,108370490959961,598000807063558,440790136052534,267319883395961,753007784740231,151376741644253,100895795613471,281777915200709,1333107056727044,124721997576339,1529533767338631,106318810954986,147223375440897,1460795687473895,360677464011683,515264738516374,172131953142151,1588069334750415,164892626891228,187958934739375,231027893768340,308966205783641,333324376847889,838535636182787,524767294301035,328800300836563,112833217553970,417366321625336,170562939669925,215331801846230,1558516437749530,397654424130106,219532281465265,479092455961993,295182043992105,441073085964336,719236951450101,104013991253384,358301088575156,273804366129797,1597991967123037,211769465593716,169373009772164,279370635478852,137329408482966,321220311306238,2067935513465145,622036121165187,159469567405810,309653519237538,114846941910425,100559255087992,743245982461614,152305051446854,102760939837650,298122647373667,429385703763086,108220117421503,115347451960050,974395792948318,953432981380650,286329134866051,773189526078407,166317113542018,611098695690900,173057316685702,939363966102697,208569592634691,125100120895977,213148952141497,1688560658047541,356465711126626,102610141864604,110888197368014,275890306192090,285169894906350,169937129719740,311584832324525,102372401849108,436058773264085,2403567993199553,110251857401162,1216829358406353,701652443274243,100502663646312,741230319321253,686412221377302,1249442305066391,102291951259667,114829427056082,134159136635208,101768168706677,1750887895230633,1486518781559693,278635285512969,698413087201364,670568279792024,326264010746123,305250279569563,109144482547942,1562103247383775,783419668352777,463056427140665,106109981127579,110004534560226,327014190765345,2525231244172703,460242884024348,171644369913907,1467181276866442,742023419338857,90801318280,193185649486,249489611754289,710515235657473,340686595988983,193912080650892,1678999148999509,101246131791795,102707161440303,136727203194318,102101991514825,399128160157420,1450128278551349,108274924327855,1572985619641861,103820038384128,111862212237997,233169970369189,990785000995248,399095530227265,627259404434392,288517671353140,1603748553235279,667863239952278,577455356107147,272534791011,1745682372370310,1464683640528359,236852536352260,125550497455455,878215158904810,373061482745221,1424257381120576,108936927581750,163390633713505,108131116181,206658459356540,268691456819331,320712478283304,397143457052811,1716244498594329,546429499154850,182076271831265,668119473314128,180034805945602,285242405160023,104870104623014,199165413463119,274601519290158,1794416600807142,1452090805046921,298882326792988,100584541661473,1386561811555914,382748778464644,147068482118539,289178329438,278657596033385,1605794783042267,1678953025685674,351920298950987,1400782993521325,579740645770105,1203332996357283,1796074954030677,107947450734020,136678713199692,102405338356217,100248804842392,1450331058524261,109476260704969,181390594708,113388130137515,104066327845221,222823757901738,422797398290868,1815604385432007,974014482711483,249240405242894,252895221404374,233205620216731,101631678276558,102578615450743,239611606059401,101946005507780,147146568649219,357074724878315,106351438158186,188399727852901,146438785480664,279402758804317,1271249919638742,726946220669310,100354748865019,601477130300305,111491100293014,209164742060,608826222480480,2352266121707371,1915198462092768,951904621557017,1172901539502326,191016130947369,216741188349608,467076477395428,619926584737936,274648265902965,451197225380367,147540891978571,278904982249590,810780005664347,153079816542287,295565600519137,610139302510694,558236410998243,284140344940922,1453703674902377,372519929484807,1386170255015311,263405000415758,870634989712527,155505491315866,207331596461341,103178807825356,100602195551987,1809630879345165,490156221061793,100201375131362,181697158534589,101119332260723,315850548515268,1455131434721856,247776278931469,257328044407434,582356195620105,710684109026873,1563025950687259,106152791360261,120872824614152,103430965087384,675271189207408,302554513522778,1023681047829390,103352231015633,196754514602461,158922797564479,110065753904819,271751299606183,108582213937,1026579084050592,462323273867384,148717161830453,109951260609815,175779942471690,176157485910572,230282553767961,104959995211865,452468514886569,494899910533007,101955378121918,229681495049,414478558761676,586682834750368,100846662190851,1859106777692032,875803025898337,206510836026245,1303632143125571,570903932976724,256041304823826,135063433263572,471047346334628,961704547177698,264730147256942"
