id,name,spend_eur,ads_count,party
734275149955405,SPD-Ortsverein Schinkel,1045,104,spd
201237489904099,SPD Cloppenburg,1043,110,spd
114961619941373,Simon Kuchinke,1041,19,spd
376276470032,Andreas Deuschle,1038,2,cdu
154226984729277,SPD Kierspe,1359,56,spd
116141983517368,AfD Herdecke,1036,43,afd
302772059115,CDU Charlottenburg-Wilmersdorf,1036,39,cdu
101604308011833,CSU Wörth am Main,1035,13,cdu
193523730699901,GRÜNE Osnabrück,1034,83,gruene
105239714284824,GRÜNE Laatzen,1034,44,gruene
365423476926081,CDU Dietzenbach,1033,86,cdu
519742788599322,Frank Goossens,1033,20,spd
689826021027962,CSU Ortsverband Thannhausen,1032,24,cdu
291741527578878,Freie Demokraten FDP Stolberg,1031,55,fdp
1492601647681902,AfD Westerwald,1280,13,afd
136221756527586,Grüne Göttingen,2165,178,gruene
100463345320862,"Hilde Ostermeyer, FDP",1030,30,fdp
726866537391462,SPD Ortsverein Cuxhaven,1029,14,spd
143282979203110,Grüne MSP,1028,55,gruene
123837087688700,SPD #WK61,1182,21,spd
107579450419,Bündnis 90/Die Grünen Gelsenkirchen,1850,175,gruene
356249171058512,CDU Moers,1026,63,cdu
578604215560969,Martina Werner,1023,43,spd
107635914798197,Thomas Losse-Müller,1023,18,spd
342458239119665,Bündnis 90/Die Grünen Reinickendorf,1023,11,gruene
288773480763,SPD Heidelberg,1630,59,spd
169443373418757,SPD Sigmaringen,1019,12,spd
118513912880064,Marc Knülle,1017,20,spd
102619571674842,FDP Bad Vilbel,1015,59,fdp
462304987169431,Grüne Stadt Düren,1012,7,gruene
106246149533201,SPD-Fraktion Rostock,1011,43,spd
113444252101964,FDP Stuttgart,1399,85,fdp
387997777920068,GRÜNE Fürth-Land,2013,167,gruene
1091084444370680,CDU Kreistagsfraktion Rhein-Sieg,1363,81,cdu
202007559994993,Team Remelé - CSU Stadtratsfraktion,1006,21,cdu
464763420317383,Sebastian Hansen,1005,25,gruene
502163379819352,Claudia Tausend,1005,47,spd
605311632851649,CDU Aachen,1109,15,cdu
102581791781795,Dr. Susanne Aschhoff,1751,38,gruene
400419253349131,CDU Neunkirchen-Seelscheid,1002,37,cdu
356649257687146,SPD Burglengenfeld,1002,12,spd
1232732846774130,Arndt Kohn,1001,20,spd
102685741855508,Axel Echeverria,1001,15,spd
1692727327626236,SPD Rheda-Wiedenbrück,1000,31,spd
395292651128485,"Birgit Weckler, CDU International, Frankfurt am Main",998,81,cdu
123246351083034,SPD Greven,1112,94,spd
1434900080123368,Freie Demokraten FDP Bad Godesberg,997,43,fdp
43511284223,Grüne Jugend Bayern,995,11,gruene
113695727050771,SPD Hiltrup-Berg Fidel,993,28,spd
156215317771334,SPD Kreis Soest - UB und KTF,990,13,spd
108064841437070,Angelika Westerwelle,990,8,cdu
116300668444052,FDP Peine,984,29,fdp
485102198489720,FDP-Kreisverband Gütersloh,983,21,fdp
110626356962665,"Oliver Weder  Zukunft wagen, Heimat stärken",982,22,spd
1391635544418670,SPD Pasing,1105,68,spd
763910583697170,FDP Jena-Saale-Holzland,2132,127,fdp
1542723075785725,Bündnis 90 / die Grünen Meerbusch,978,83,gruene
1260228737415861,CDU Dreieich,977,39,cdu
345302473477374,Kerstin Godenrath MdL,976,19,cdu
181875741858432,CDU Kreis Kleve,975,10,cdu
267284463656478,Bündnis90/Die Grünen Kreisverband Steinburg,975,153,gruene
109686484245184,Timo Imhof FDP,975,56,fdp
100856348087174,Team Marietta Eder,971,17,spd
206137046066509,Grüne Koblenz,1514,75,gruene
633428433948129,"Freya Altenhöner, SPD",970,57,spd
430022293786591,FDP Aschaffenburg Stadt,968,66,fdp
101904875212486,FDP Flieden,968,1,fdp
342944563241342,CSU Dachau Peter Strauch,968,35,cdu
100195701790183,"Ingo Reetzke, AfD",967,4,afd
2027289487577534,CSU Altomünster,966,48,cdu
104080374911518,Torsten Einstmann,965,46,spd
152125898297087,Bündnis 90 / Die Grünen Westerwald,964,71,gruene
548463755194264,CDU Meerbusch,962,14,cdu
1601081896839015,AfD - Kreisverband Südwestpfalz,960,36,afd
1058189624203745,CDU Herten - Stadtverband,959,65,cdu
435498820171377,AfD Kreisverband Oberberg,958,21,afd
121015637940058,SPD Iserlohn,957,49,spd
432699783473251,Bündnis 90 / Die Grünen Pulheim,956,59,gruene
1545804482221870,AfD-Fraktion im Gemeinderat Schorndorf,955,54,afd
359659797474640,BÜNDNIS 90/DIE GRÜNEN Langenfeld,955,24,gruene
923142974443930,FDP Weimar,952,12,fdp
1521377664822241,Timm Kern,950,6,fdp
318947461531194,FDP Bad Homburg,950,29,fdp
832762216805769,Anna von Treuenfels-Frowein,1335,101,fdp
1875895719316738,Christian Schubbert - von Hobe,948,12,gruene
1447497155481468,SPD Aachen,1158,15,spd
117227046612578,GALF - Grüne Alternative Liste Flörsheim,947,109,gruene
343184722442888,SPD Voerde,946,41,spd
1272716742745722,AfD - Stadtfraktion Potsdam,946,67,afd
103950034444585,SPD Viersen,942,97,spd
103029254416234,Frank Mielke,942,73,spd
590870424277747,CDU-Lünen,942,66,cdu
382692185145751,CDU Viersen,1239,80,cdu
100456548680686,Roger Fritz SPD,938,120,spd
241862166689810,AfD Kreisverband Neustadt an der Weinstraße,937,49,afd
109539777635686,Alena Trauschel,936,39,fdp
1415403032063414,CDU Stadtverband Bietigheim-Bissingen,932,10,cdu
107220187792662,Florian Gahre,928,32,spd
105181787847596,Harald Baal,928,33,cdu
294948011158590,Markus Mike Bumiller /  FDP,1064,32,fdp
140478649447844,CDU Korbach,923,32,cdu
725867397447239,CDU Marienheide,917,187,cdu
688245224654106,CDU Bernau,916,16,cdu
100238801487587,Marko Poggenpohl SPD,915,35,spd
116982256884166,Sebastian Grässer,914,22,gruene
195972177196737,Grüne Weilheim-Schongau,1198,147,gruene
154514014589365,Bündnis 90/Die Grünen - Südliche Weinstraße,1783,175,gruene
890015597711627,SPD Aichach-Friedberg,1212,26,spd
167330623321780,SPD-Fraktion Dresden,911,48,spd
105469062912351,SPD Riedstadt,910,71,spd
102343321860802,Jakob Blankenburg,910,29,spd
249475965111334,Grüne Ostallgäu,909,39,gruene
148358945290581,FDPTönisvorst,908,96,fdp
106059551560463,Heike Heubach,908,9,spd
145352222182513,SPD Werra-Meißner,907,69,spd
181332111917221,BÜNDNIS 90/Die GRÜNEN Kreisverband Schwerin,906,281,gruene
657154917758609,"Bündnis 90/Die Grünen, Kreisverband Rhein-Berg",906,156,gruene
748674971931893,AfD Kreisverband Bodenseekreis,903,50,afd
581585381884219,Bündnis 90 / Die Grünen Frankfurt - Oder,1055,31,gruene
1032679746785035,SPD Bad Emstal,902,11,spd
139426399408922,FDP Fulda,902,30,fdp
103053345142399,Doreen Fragel - Oberbürgermeisterin für Göttingen,902,14,gruene
104827265060934,"Emilia ""Milla"" Fester",901,19,gruene
129337947086651,SPD Kleve,900,34,spd
106339947902304,Christof Nitz,900,1,cdu
490116034356434,SPD Waltrop,899,98,spd
101112621437274,Leon F. Genelin,898,19,fdp
584317724930863,SPD Odenwald,897,43,spd
177012146101903,Bündnis'90/Die Grünen Ortsverband Steinfurt,895,30,gruene
461229093988066,SPD - für Coburg,894,30,spd
1085807118198428,AfD München West/Mitte,1406,35,afd
105637094565209,Dennis Berger,891,21,spd
104642715278376,Julius Frilling - FDP Südliches Emsland & Lingen,891,23,fdp
652977334744486,Die Grünen Berchtesgadener Land,890,86,gruene
101672764800911,Maria Belka,885,2,gruene
110257067566418,Ruppert Stüwe,885,68,spd
602583966540784,SPD Hannover,1095,40,spd
104665004817943,Annegret Lang - SPD,884,20,spd
160822027305985,SPD Ortsverein Leipzig Mitte,883,21,spd
187076251316977,Bündnis 90 / Die Grünen Bergisch Gladbach,883,70,gruene
108201221355932,Wiebke Köpp,883,21,cdu
186839224760164,CDU Bad Vilbel,880,83,cdu
179008035494902,CDU Lüdenscheid,875,11,cdu
176162472746546,GRÜNE - Sendling/Sendling-Westpark,875,6,gruene
872845746151301,Claudia Moll,870,10,spd
105538111224943,Joachim C. Heitmann Oberbürgermeisterkandidat,870,20,fdp
52888328642,"Oliver Luksic, MdB",870,12,fdp
148947885200320,SPD Herne,864,71,spd
112562615494117,Bündnis 90/Die Grünen Friedrichshain-Kreuzberg,860,10,gruene
145515688966492,SPD Bremen-Stadt,1279,27,spd
101889315269599,Wiebke Winter,859,73,cdu
219543768212516,CDU Gemeindeverband Ascheberg Herbern Davensberg,859,56,cdu
328997590486756,Die Linke Bochum,859,30,linke
147620922532,FDP Rüsselsheim,858,77,fdp
524832457665674,Erwin Feucht Grüner Politiker,1204,64,gruene
423656078410758,FDP Worms,851,27,fdp
110957681254151,Neza Yildirim,1421,29,spd
193944157325672,"Timur Husein, CDU",850,8,cdu
236167806599,FDP Bamberg,849,19,fdp
215208201837235,SPD-Fraktion im Rat der Stadt Beckum,1173,114,spd
769272409845211,Barbara Saebel,848,46,gruene
429151107914173,Die Linke Harburg,846,16,linke
139106756160180,FDP Friedrichsdorf,845,40,fdp
390959455239,CDU im Kreis Soest,844,7,cdu
100728913356,FDP Kaarst,843,105,fdp
488031247921966,CDU Kreisverband Mecklenburgische Seenplatte,843,38,cdu
576927125807799,GRÜNE Sankt Augustin,842,11,gruene
749209888530989,Kreisverband B90/Grüne Osterholz,1187,13,gruene
513381125365479,Alternative für Deutschland Mecklenburg-Vorpommern - AfD MV,837,18,afd
1114976811888031,AfD Kyffhäuser-Sömmerda-Weimarer Land,1139,29,afd
1448422478737581,Bündnis 90 / Die Grünen Celle,835,111,gruene
101143705599210,Sandra von Möller,833,4,cdu
103407468242469,Alexander Asbrock,833,8,gruene
224410304422069,Sven Heinemann MdA,832,14,spd
371245232916381,SPD Beckum,832,125,spd
286424398044182,Grüne Geilenkirchen,831,19,gruene
397783603998514,CSU Kranzberg,830,106,cdu
198795421186,CDU Hofheim am Taunus,829,64,cdu
536915143091712,Bündnis 90/Die Grünen Lichtenberg,940,80,gruene
1394868750731940,Alternative für Deutschland AfD - Stadt Aachen,828,18,afd
471807086286893,SPD Lokstedt,1037,86,spd
1516172942029028,CDU-Fraktion im Landtag Brandenburg,999,17,cdu
231026083599649,FDP Erwitte,824,15,fdp
1054027864699072,Bündnis 90/Die Grünen Kreisverband Sigmaringen,1749,164,gruene
477694382345549,FDP Ortsverein Bietigheim Bissingen,821,13,fdp
257630990921953,SPD Wunstorf,820,35,spd
103243528044598,Dirk Wigant - Ihr Bürgermeister für Unna,820,9,cdu
402456680188904,FDP Neukirchen-Vluyn,818,5,fdp
1407244726241803,Oliver Kehrl,818,25,cdu
364635510327135,FDP Wedel,817,36,fdp
136815499687911,SPD-Landtagsfraktion Baden-Württemberg,816,33,spd
443522133126069,AfD-Fraktion Bezirk Eimsbüttel,1245,24,afd
1347183115342653,Hertener SPD,815,35,spd
254611358001316,CDU Rösrath,815,25,cdu
200859259953900,SPD Hünxe,814,159,spd
137150642993637,CDU Iserlohn,813,34,cdu
259468944145779,Grüne-Möhnesee,812,29,gruene
101682598121789,"Dirk Heitmüller, SPD-Kommunalpolitiker für Einbeck",812,22,spd
279669396303255,SPD Rheinfelden,812,63,spd
184436841621919,SPD Velbert,809,19,spd
619097101499466,FDP Offenbach-Land,1530,31,fdp
477830295562771,CDU Stadtverband Heppenheim,808,113,cdu
542605582431001,Christian Hirte,808,38,cdu
2118608965082575,Gaby Bischoff,807,27,spd
610445905785180,AfD Heusenstamm,1030,76,afd
194275744507966,CDU Stadtbezirk Rodenkirchen,806,34,cdu
1513135758963763,SPD Ortsverein Kelsterbach,804,21,spd
849140758506817,GRÜNE Landkreis Kitzingen,803,77,gruene
315330618610585,GRÜNE Kreisverband Aachen,1315,43,gruene
1532055887085177,Die Grünen und Unabhängigen in Reutlingen,1020,25,gruene
104317671687260,antoniohertlein,800,11,spd
161929783920704,Andrea Nahles,800,4,spd
433963470029816,CSU Kreisverband München IV,800,16,cdu
101306745479644,Frank Balzer,799,27,cdu
1190983027642287,Alternative für Deutschland Kreisverband Rhein - Pfalz - Kreis,1113,32,afd
352960862019689,Ulla Thiel,797,11,cdu
101650751797905,Niklas Nüssle,797,34,gruene
457802800914232,SPD Weilheim-Schongau,996,16,spd
105377908088106,Nicole Heger,796,30,gruene
196928763660530,Grünes Bamberg,796,38,gruene
1505198643073430,Matthias Lieschke AfD,927,51,afd
100402411864312,Dorothea Wehinger MdL,795,49,gruene
236485250381284,Cindy Holmberg,795,66,gruene
257513501590942,Küsten GRÜN,795,7,gruene
186679911355970,CDU Willich,795,7,cdu
103450968335880,Swantje Sperling,795,32,gruene
244323896014944,CDU Oberberg,795,105,cdu
111091417301264,Magnus Welsch,794,24,cdu
439778386357475,Thomas Poreski - Landtagsabgeordneter aus Reutlingen,793,47,gruene
1415507558668447,Amelie Pfeiffer - Kreisrätin und Grüne Kandidatin der Landesliste BTW 2021,793,31,gruene
291050360971486,SPD Lünen,793,36,spd
744802515627357,Burkard Dregger,791,20,cdu
112359890325724,Werner Bielawa - Einer für Alle,791,21,fdp
129793317385234,AfD Kiel,1412,13,afd
344618396216025,FDP Stadtverband Verden,952,26,fdp
845651642144776,CDU Oberhavel,789,5,cdu
102386281965003,Ariturel Hack,789,11,cdu
331093921052981,FDP Werra-Meißner,788,14,fdp
366008633563944,Bündnis 90/Die Grünen Gummersbach,788,14,gruene
159069494611423,CDU Sindorf,786,21,cdu
1517688175031426,Franziska Hoppermann,786,11,cdu
301320926723050,CDU Mittelsachsen,785,18,cdu
392079271343256,Bernhard Daldrup MdB,784,66,spd
316693785076772,CDU Ratsfraktion Braunschweig,784,13,cdu
425527817657161,SPD Ritterhude,783,31,spd
598899573517620,Grüne Neustadt/Aisch- Bad Windsheim,782,143,gruene
326767781231769,Jörg Volleth,782,6,cdu
171214489647009,Die Versmolder SPD,781,23,spd
183702711674959,SPD Lüdenscheid,936,61,spd
348699331870823,BÜNDNIS 90/DIE GRÜNEN Willich,1003,64,gruene
1777242045728084,Lutz Heese CSU,779,4,cdu
127019494034914,CSU Kempten,779,20,cdu
819446194738091,CDU Goch,779,63,cdu
1257112990972304,Andrea Schwarz,1086,42,gruene
1409358992660089,SPD Erkelenz,775,49,spd
241850379587986,SPD Oerlinghausen,775,77,spd
136661013075017,SPD Kreisverband Wilhelmshaven,773,9,spd
113091008215,GRÜNE Aachen,771,8,gruene
118585603105337,Sonja Eichwede,771,5,spd
784273828310014,SPD Neukölln,1098,24,spd
632250033646562,"Bündnis 90 / Die Grünen, Kreisverband Garmisch-Partenkirchen",767,136,gruene
494404927415323,SPD Landkreis Lüneburg,1050,69,spd
100152395195213,Dr. Arndt Michael,766,117,cdu
174237545967506,SPD Neu Wulmstorf,766,24,spd
108211391132298,Dr. Joachim Kleen,766,24,cdu
206278649390158,CSU Moosburg,875,32,cdu
350331198317578,CDU Spenge,764,40,cdu
367774396672401,Grüne Jena,1738,46,gruene
122038517830943,FDP Schwerin,764,23,fdp
329063703957074,Marion Gentges,764,6,cdu
199547670218167,Grüne Datteln,923,48,gruene
445380536040850,Georg-Ludwig von Breitenbuch,761,37,cdu
117351868341705,SPD Varel,761,47,spd
875209602502336,AfD Kreisverband Vogelsberg,760,17,afd
112786405463390,CDU Kreisverband Steinfurt,760,8,cdu
214090475363617,Freie Demokraten Isselburg,754,42,fdp
542496332551897,SPD Tempelhof-Schöneberg,754,18,spd
204737149885485,SPD Winsen Luhe,753,22,spd
107704059360925,CDU Ettlingen,753,7,cdu
915579291846789,Jürgen Lipke,753,13,spd
224740450901646,FDP Heusweiler,931,27,fdp
1567510656812562,CDU Westerwald,750,5,cdu
106357207749844,CDU Köln Innenstadt  - Die City-Union,750,9,cdu
456905831061426,FDP in Gießen,1040,31,fdp
105028957723250,Maureen Sperling CSU,748,18,cdu
104086361515376,GRÜNE Winsen - Luhe,747,42,gruene
751988698149135,AfD München,856,17,afd
182361448472601,SPD Mengerskirchen,747,91,spd
105524024674474,AfD-Fraktion im Rat der Stadt Paderborn,743,32,afd
163712260340557,SPD Griesheim,743,51,spd
738855383168262,SPD im Kreis Freising,742,36,spd
1300929249983957,CDU Bovenden,742,48,cdu
105520781551491,Tillman Wormuth,742,6,spd
586529521442317,Alternative für Deutschland Kaiserslautern,891,46,afd
442544569140057,SPD für Europa,741,7,spd
104097091570809,SPD Heppenheim,740,15,spd
176212056159223,Markus Hümpfer,738,4,spd
672243562803282,SPD Bilk,738,23,spd
155281094543800,CDU Neuss,737,21,cdu
150415618329074,FDP Frankfurt am Main,737,15,fdp
309279412497729,"Pfaffenhofen, i mog di",737,24,spd
229357780969497,Nina Schilling,736,37,fdp
317585369012294,SPD-Ratsfraktion Duisburg,850,80,spd
307135309321563,CDU-Lage,1465,53,cdu
508280013028775,SPD Wiehl,735,43,spd
129048743832509,Grüne Jugend NRW,841,18,gruene
410017982427847,Grüne im Ruhrparlament,734,3,gruene
116411531823320,FDP Hersfeld-Rotenburg,733,23,fdp
103129798545640,Florian Oest,732,9,cdu
1111451228907362,CDU Varel,731,21,cdu
2273848225970175,Matthias Dornhuber,731,111,spd
380162436147660,JAfD,846,47,afd
646489285469409,CDU Hasselroth,729,23,cdu
138175116312030,"Grüne, Bayreuth/ Land",889,156,gruene
392443231201087,Bündnis 90/Die Grünen Dahme-Spreewald,1373,116,gruene
430979060295502,SPD Aubing - Lochhausen,727,12,spd
288765681950874,Burkart Jentsch - SPD,726,6,spd
947929218605062,Jürgen Müller,726,9,spd
337007018843,SPD Ortsverein Uelzen,725,36,spd
106425384339036,SPD Fraktion Potsdam,725,27,spd
347658568600134,CDU Kreisverband Gießen,725,7,cdu
271352156228399,FDP Wartburgkreis-Eisenach,724,45,fdp
156534384397754,CDU Kreisverband Ravensburg,1216,16,cdu
100455810115698,Bündnis 90/Die Grünen Castrop-Rauxel,1021,172,gruene
289104538442709,Hamm von Morgen,721,23,spd
1528582510743731,SPD Hattingen,720,64,spd
560019727471237,Grüne - Stadt Cuxhaven,718,16,gruene
312639988865192,AfD Sachsen,718,20,afd
138137562908366,CSU-Fraktion Deggendorf,1008,6,cdu
1648061552082361,SPD-Ortsverein Kleefeld-Heideviertel,715,27,spd
1768389776780335,AfD Landau / Südliche Weinstraße,874,18,afd
1906179006074575,CDU Jena,715,7,cdu
1183720371792072,SPD Ludwigshafen Ruchheim,714,34,spd
215709365115488,SPD Soltau,713,10,spd
116585021719637,FDP Ingolstadt,712,21,fdp
105707997635295,Grüne Rommerskirchen,708,55,gruene
110958099023937,SPD Rödermark,707,49,spd
318045338239204,GRÜNE Bockenheim + Westend,1009,57,gruene
547599508600386,CDU Remscheid,706,31,cdu
100471655645989,Tobias Winkler,706,16,cdu
112769204191632,Michael Scheffler,705,18,cdu
199068893459951,FDP Stadt- und Kreisverband Heilbronn,704,10,fdp
734275806591915,CDU Bad Lauterberg,704,21,cdu
105235412872404,Grüne Gladbeck,703,32,gruene
700061267040760,FDP Waldbröl,703,50,fdp
112688622239930,Bündnis 90/Die Grünen KV Schweinfurt,702,159,gruene
355456486093,Lars Klingbeil,701,2,spd
106287257678159,Bündnis 90/Die Grünen Alfter,977,35,gruene
913987231978097,AfD Weiden in der Oberpfalz,701,10,afd
108173798605,SPD Minden,700,31,spd
102061707856542,Oliver Kern,700,3,spd
408356325884227,FDP Ennepetal,1406,43,fdp
669562729811258,Bündnis 90/Die Grünen Main-Taunus,700,39,gruene
1281392471913789,GRÜNE Marburg-Biedenkopf,949,101,gruene
262909053798327,SPD Heidelberg Südwest,699,8,spd
194483743943600,FDP Herzogenrath,1109,58,fdp
109592351313369,Tatjana Schneider,699,25,gruene
1019710724716909,Dietrich Monstadt,698,2,cdu
112631919091769,AfD Alzey-Worms,831,16,afd
248175478562043,SPD Bersenbrück-Gehrde,696,21,spd
344407168999772,FDP Rhein-Erft,694,50,fdp
298621020195483,Julia Klöckner,694,16,cdu
229212277134449,Bündnis 90/Die Grünen Sächsische Schweiz-Osterzgebirge,694,140,gruene
101001938128959,Tim Hansen - Kandidat der SPD für den Münchner Stadtrat und den BA13,694,21,spd
543476915678973,Grüne Kreisverband Konstanz,693,150,gruene
998600530167370,Achim Wilmsmeier,692,8,spd
1778467409144542,SPD Ortsverein Eidinghausen-Dehme,692,30,spd
176446179820680,Grüne Saarlouis,692,37,gruene
252649975617800,FDP Pirmasens,691,57,fdp
107070032816584,Grüne Offenbach,1346,184,gruene
508673049308760,Wetterauer Grüne,691,134,gruene
784092598319876,SPD Ortsverein Bevensen,691,47,spd
144465028943351,SPD  Kreis Meißen,689,29,spd
463268274007828,Grüne Mühldorf,1023,179,gruene
484229088423259,FDP Neustadt an der Weinstraße,689,10,fdp
129689207200302,Bündnis 90 / Die Grünen Schwalm-Eder,908,98,gruene
609789889035057,Enrico Kreft,688,19,spd
338448056190241,Bündnis 90/Die Grünen Straubing-Bogen,687,48,gruene
269698876766032,Grüne Nürnberger-Land,837,71,gruene
352389274800396,SPD in Löhne,685,9,spd
406643779352037,FDP Neuss,685,13,fdp
114018010467911,Bettina Jarasch,684,15,gruene
100539700021110,Bündnis 90/Die Grünen Oder-Spree,991,115,gruene
104026621150354,Grüne Landkreis Deggendorf,684,117,gruene
184280891618557,GRÜNE Bottrop,684,142,gruene
203215823944560,Christoffer Wiese • FDP,684,53,fdp
101664635176927,Grüne Kreis Oldenburg,683,152,gruene
870550286426379,CDU Lohmar,683,119,cdu
1418966561649695,CDU Haßloch,867,13,cdu
211525469016943,Die Grünen Porta Westfalica,682,14,gruene
216344461717040,Bündnis 90/Die Grünen Dachau,682,148,gruene
544925018859389,SPD Dormagen,681,46,spd
1907980712634073,Claudia Maicher,681,18,gruene
118612498225271,CDU Radevormwald,680,19,cdu
195589923029,BÜNDNIS 90/DIE GRÜNEN Ortenau,1461,74,gruene
819882118031178,Grüne Delmenhorst,680,144,gruene
217852448265342,SPD  Ibbenbüren,680,11,spd
290083287859449,Grüne Schmalkalden Meiningen Suhl,679,104,gruene
495696547223250,Bündnis 90/ Die Grünen Kreisverband Bitburg-Prüm,678,103,gruene
683265332109614,CDU Münster Aaseestadt,677,6,cdu
105954348413329,Bündnis 90/Die Grünen Anhalt-Bitterfeld,677,59,gruene
103503651556461,Petra Häffner,676,27,gruene
272673066211280,Grüne im Kreis Germersheim,676,138,gruene
320469474668529,SPD Tübingen,675,7,spd
1534326790224898,FDP Hochtaunus,675,17,fdp
103253941476675,Thomas Hentschel MdL,675,28,gruene
301317059902828,SPD Xanten,675,8,spd
587187618113777,SPD Bad Windsheim,674,40,spd
320968785199445,SPD Lage,1032,53,spd
155752517828501,Grüne Jugend Dortmund,674,5,gruene
302540573168231,Bündnis 90/Die Grünen KV Birkenfeld,1139,189,gruene
756414911039240,CDU Wurster Nordseeküste,673,45,cdu
452043821611961,Grüne Dreieich,673,38,gruene
1422646964642679,Grüne Amberg,673,10,gruene
579905865441531,Elke Zimmer,671,26,gruene
103426311472585,Emile Yadjo-Scheuerer,671,23,spd
108455804029490,CDU-Fraktion im Ruhrparlament,670,13,cdu
102814784693051,Thomas Stohldreier,670,5,cdu
157394437625226,SPD Göttingen,670,15,spd
106563814529654,Dennis Pucher,670,58,fdp
626033404696777,Natalie Bauernschmitt,670,13,cdu
619473634775212,CDU G.V. “Wittenburger Land“,670,36,cdu
198852450229768,Tim Salgert,669,74,cdu
102867994459198,Michael Wernke - Miteinander - Füreinander,669,15,cdu
104213091452111,Ulrich Gathmann,668,12,cdu
191022350968802,CDU Frechen,668,55,cdu
1492997144322656,SPD Nordwestmecklenburg-Wismar,664,20,spd
100652744354,FDP Kreis Groß-Gerau,664,21,fdp
10150146529760054,CDU Heidelberg,664,24,cdu
447960332071641,SPD Wiesbaden-Frauenstein,663,9,spd
202306659916912,FDP Heiligenhaus,662,54,fdp
356513637708676,CSU BGL,662,13,cdu
204155906325167,FDP Ahlen,661,70,fdp
251807408169241,SPD im Markt Wendelstein,907,61,spd
703294609702812,CDU Lindlar,660,118,cdu
151678198131,SPD in Gießen - Stadtverband,660,50,spd
293486467392372,SPD Mainz,1134,33,spd
173177039386325,CDU-Fraktion Frankfurt,657,53,cdu
103648957870083,Dr. Adrian Haack - CDU Bürgermeisterkandidat für Wolfenbüttel,657,39,cdu
2095662597197606,Bündnis 90/Die Grünen Kreisverband Barnim,874,143,gruene
1631912867025017,FDP Bergisch Gladbach,656,22,fdp
2170348116610931,FDP Olsberg,655,7,fdp
122887367733027,FDP Würzburg,654,23,fdp
351851279298,Die Grünen Aschaffenburg,650,98,gruene
305854176191521,FDP Mannheim,763,72,fdp
278402715505280,Grüne Dinslaken,650,144,gruene
713078202050766,SPD Engelskirchen,650,41,spd
570977366424599,Oliver Vogt,648,6,cdu
115672056532799,Bündnis 90/Die Grünen Bad Soden am Taunus,648,58,gruene
368934023168629,CDU Emmerich,647,50,cdu
669212903276141,Gerd Kögler AfD,646,10,afd
62772136958,Alexander Dobrindt,645,7,cdu
161532337234985,CDU Heidenheim,645,2,cdu
282664988517132,SPD Wilnsdorf,901,55,spd
253060498157297,CDU Rhein-Hunsrück,643,30,cdu
178152388920264,CSU München,643,7,cdu
193513477484532,CDU Kassel-Stadt,643,106,cdu
249395809224330,Bündnis 90 / Die Grünen OV Olpe,643,118,gruene
331151420322565,CSU Ortsverband Schöllnach,643,18,cdu
112401330456165,Dieter Krüger,642,45,spd
1602898293365755,CSU Peiting,642,29,cdu
109582777314790,Anke Nolte,641,24,cdu
126977950715783,Bündnis 90 / Die Grünen Kreisverband Soest,1134,115,gruene
221122018094005,Grüne Nördlingen,759,15,gruene
477050452311306,Grüne Trier - Stadt,1594,116,gruene
441278912673400,SPD Gronau und Epe,640,30,spd
117550746354407,Jörg Schmidt,639,28,cdu
392682750774892,SPD Grünberg,637,57,spd
1083902265009736,FDP Wesseling,637,37,fdp
119118201490069,CDU Dorsten,635,11,cdu
1769831753043195,SPD Bramsche,634,25,spd
162382360480711,SPD Düsseldorf Stadtbezirk 7,634,36,spd
141382202739659,Bündnis 90/Die Grünen Mettmann,634,52,gruene
1847338492218497,Dr. Carsten Brodesser,633,38,cdu
370422547208084,SPD Holsterhausen,632,57,spd
106565771050950,Christine Bär,631,8,spd
46699968892,SPD Stuttgart,631,17,spd
373566126062362,FDP Aachen-Land,630,14,fdp
1890824571150959,Grüne Frankenthal,1211,130,gruene
405462239623589,CDU Stadtverband Brühl,628,16,cdu
109143464226385,Grüne Kranenburg,628,30,gruene
637450149773400,FDP Pulheim,627,37,fdp
101118384671819,CDU im Emsland,626,9,cdu
210130812359459,GRÜNE Wesermarsch,925,130,gruene
169412026440818,CDU Heiligenhaus,625,7,cdu
548980041876949,SPD Steinhagen,624,15,spd
103578158050770,CDU Groß-Umstadt,624,34,cdu
570575209690559,Freie Demokraten FDP - Kreisverband Karlsruhe-Land,621,23,fdp
115669579800284,Kristine Lütke- FDP,924,97,fdp
712459832179055,Grüne Oberfranken,620,45,gruene
150683938432857,CDU Kreisverband Plön,620,62,cdu
934286336747631,Grüne KV Trier-Saarburg,895,155,gruene
1746473055453235,CDU Karlsruhe-Stadtmitte,619,25,cdu
646619342117208,CDU Gladbeck,618,25,cdu
1598008726876796,Carlo Cronenberg,618,20,fdp
868426873174817,Grüne Dessau-Roßlau,1193,120,gruene
113279857155767,FDP Frankfurt OG 2 Westend/Bockenheim,617,27,fdp
101348801334775,Alexander Mohrenberg,617,4,spd
181486545375086,SPD-Landtagsfraktion Sachsen-Anhalt,616,40,spd
104184178177025,Jens Böhringer,616,34,cdu
100365085461780,GRÜNE Langenhagen,616,45,gruene
348731412468113,Bürgermeister Hannes Gieseler,615,28,spd
873702316084551,CDU Odenwald,615,10,cdu
297260116978671,FDP Hamm,615,51,fdp
150245161704253,CSU Freyung,614,30,cdu
856790061039333,SPD Kreisverband Osnabrück-Land,614,2,spd
