Location Name,Amount Spent (EUR)
Baden-Württemberg,11343
Bayern,13076
Berlin,5855
Brandenburg,1737
Bremen,1093
Hamburg,2903
Hessen,6744
Mecklenburg-Vorpommern,1730
Niedersachsen,10164
Nordrhein-Westfalen,19694
Rheinland-Pfalz,4546
Saarland,1173
Sachsen,3113
Saxony-Anhalt,1435
Schleswig-Holstein,3503
Thüringen,1576
