Location Name,Amount Spent (EUR)
Baden-Württemberg,46201
Bayern,56264
Berlin,46878
Brandenburg,8450
Bremen,3451
Hamburg,17797
Hessen,28814
Mecklenburg-Vorpommern,8638
Niedersachsen,33211
Nordrhein-Westfalen,93131
Rheinland-Pfalz,17849
Saarland,4582
Sachsen,13632
Saxony-Anhalt,7333
Schleswig-Holstein,11853
Thüringen,6487
Unknown,≤100
