Location Name,Amount Spent (EUR)
Baden-Württemberg,8124
Bayern,9637
Berlin,4646
Brandenburg,1016
Bremen,572
Hamburg,2520
Hessen,4921
Mecklenburg-Vorpommern,938
Niedersachsen,6304
Nordrhein-Westfalen,13794
Rheinland-Pfalz,3184
Saarland,1392
Sachsen,2263
Saxony-Anhalt,1048
Schleswig-Holstein,1785
Thüringen,1338
