Location Name,Amount Spent (EUR)
Baden-Württemberg,21599
Bayern,26447
Berlin,15812
Brandenburg,3843
Bremen,1492
Hamburg,6353
Hessen,13176
Mecklenburg-Vorpommern,3465
Niedersachsen,25054
Nordrhein-Westfalen,37503
Rheinland-Pfalz,8251
Saarland,2269
Sachsen,6457
Saxony-Anhalt,3347
Schleswig-Holstein,5528
Thüringen,3207
Unknown,≤100
