Location Name,Amount Spent (EUR)
Baden-Württemberg,34702
Bayern,37206
Berlin,25059
Brandenburg,4841
Bremen,1998
Hamburg,10708
Hessen,22213
Mecklenburg-Vorpommern,5964
Niedersachsen,20567
Nordrhein-Westfalen,64931
Rheinland-Pfalz,15197
Saarland,3835
Sachsen,8951
Saxony-Anhalt,4812
Schleswig-Holstein,8319
Thüringen,5198
Unknown,≤100
