Location Name,Amount Spent (EUR)
Baden-Württemberg,19521
Bayern,21406
Berlin,15447
Brandenburg,3331
Bremen,1419
Hamburg,6655
Hessen,11442
Mecklenburg-Vorpommern,2621
Niedersachsen,19219
Nordrhein-Westfalen,33816
Rheinland-Pfalz,7131
Saarland,1822
Sachsen,5064
Saxony-Anhalt,2475
Schleswig-Holstein,4690
Thüringen,2589
Unknown,≤100
