Location Name,Amount Spent (EUR)
Baden-Württemberg,18192
Bayern,18642
Berlin,15535
Brandenburg,2778
Bremen,1222
Hamburg,5957
Hessen,11055
Mecklenburg-Vorpommern,2743
Niedersachsen,18159
Nordrhein-Westfalen,33729
Rheinland-Pfalz,6459
Saarland,2121
Sachsen,4579
Saxony-Anhalt,2328
Schleswig-Holstein,4158
Thüringen,2522
Unknown,≤100
