Location Name,Amount Spent (EUR)
Baden-Württemberg,19545
Bayern,22802
Berlin,16759
Brandenburg,3173
Bremen,1331
Hamburg,7144
Hessen,13006
Mecklenburg-Vorpommern,3013
Niedersachsen,20165
Nordrhein-Westfalen,35595
Rheinland-Pfalz,7562
Saarland,1998
Sachsen,5795
Saxony-Anhalt,3124
Schleswig-Holstein,5498
Thüringen,3185
Unknown,≤100
