Location Name,Amount Spent (EUR)
Baden-Württemberg,19663
Bayern,20726
Berlin,15142
Brandenburg,3246
Bremen,1369
Hamburg,6760
Hessen,11663
Mecklenburg-Vorpommern,2630
Niedersachsen,19734
Nordrhein-Westfalen,34266
Rheinland-Pfalz,7230
Saarland,1855
Sachsen,4955
Saxony-Anhalt,2575
Schleswig-Holstein,4694
Thüringen,2661
