Location Name,Amount Spent (EUR)
Baden-Württemberg,40421
Bayern,45670
Berlin,31771
Brandenburg,6258
Bremen,2767
Hamburg,12393
Hessen,21497
Mecklenburg-Vorpommern,6598
Niedersachsen,23153
Nordrhein-Westfalen,67939
Rheinland-Pfalz,15520
Saarland,3084
Sachsen,10285
Saxony-Anhalt,5823
Schleswig-Holstein,9622
Thüringen,5056
Unknown,≤100
