Location Name,Amount Spent (EUR)
Baden-Württemberg,15762
Bayern,18458
Berlin,11741
Brandenburg,2513
Bremen,1110
Hamburg,5852
Hessen,9250
Mecklenburg-Vorpommern,2170
Niedersachsen,16006
Nordrhein-Westfalen,27319
Rheinland-Pfalz,5979
Saarland,1815
Sachsen,4017
Saxony-Anhalt,2002
Schleswig-Holstein,3932
Thüringen,1915
Unknown,≤100
