Location Name,Amount Spent (EUR)
Baden-Württemberg,8842
Bayern,11139
Berlin,5451
Brandenburg,1227
Bremen,574
Hamburg,2698
Hessen,5422
Mecklenburg-Vorpommern,1097
Niedersachsen,7011
Nordrhein-Westfalen,15145
Rheinland-Pfalz,3673
Saarland,1013
Sachsen,2634
Saxony-Anhalt,1217
Schleswig-Holstein,1968
Thüringen,1513
