Location Name,Amount Spent (EUR)
Baden-Württemberg,22248
Bayern,26978
Berlin,16338
Brandenburg,3828
Bremen,1483
Hamburg,6629
Hessen,14091
Mecklenburg-Vorpommern,3197
Niedersachsen,25076
Nordrhein-Westfalen,39451
Rheinland-Pfalz,8505
Saarland,2439
Sachsen,6492
Saxony-Anhalt,3518
Schleswig-Holstein,6145
Thüringen,3529
Unknown,≤100
