Location Name,Amount Spent (EUR)
Baden-Württemberg,7640
Bayern,8857
Berlin,4536
Brandenburg,939
Bremen,543
Hamburg,2330
Hessen,4438
Mecklenburg-Vorpommern,891
Niedersachsen,5705
Nordrhein-Westfalen,12733
Rheinland-Pfalz,2834
Saarland,1117
Sachsen,2118
Saxony-Anhalt,948
Schleswig-Holstein,1629
Thüringen,1192
