Location Name,Amount Spent (EUR)
Baden-Württemberg,58460
Bayern,71765
Berlin,51955
Brandenburg,12986
Bremen,5833
Hamburg,24410
Hessen,36332
Mecklenburg-Vorpommern,11678
Niedersachsen,53676
Nordrhein-Westfalen,114251
Rheinland-Pfalz,23871
Saarland,7605
Sachsen,17428
Saxony-Anhalt,9669
Schleswig-Holstein,15677
Thüringen,9051
