Location Name,Amount Spent (EUR)
Baden-Württemberg,16566
Bayern,17991
Berlin,12086
Brandenburg,2540
Bremen,1234
Hamburg,5924
Hessen,10067
Mecklenburg-Vorpommern,2182
Niedersachsen,15257
Nordrhein-Westfalen,29670
Rheinland-Pfalz,6361
Saarland,1662
Sachsen,4507
Saxony-Anhalt,2153
Schleswig-Holstein,4155
Thüringen,2271
Unknown,≤100
