Location Name,Amount Spent (EUR)
Baden-Württemberg,13143
Bayern,14551
Berlin,7307
Brandenburg,1893
Bremen,1059
Hamburg,3696
Hessen,7785
Mecklenburg-Vorpommern,1940
Niedersachsen,11636
Nordrhein-Westfalen,22385
Rheinland-Pfalz,5174
Saarland,1249
Sachsen,3346
Saxony-Anhalt,1605
Schleswig-Holstein,3767
Thüringen,1745
