Location Name,Amount Spent (EUR)
Baden-Württemberg,30214
Bayern,36368
Berlin,31186
Brandenburg,6352
Bremen,2356
Hamburg,12102
Hessen,17677
Mecklenburg-Vorpommern,4556
Niedersachsen,22106
Nordrhein-Westfalen,46803
Rheinland-Pfalz,11153
Saarland,4946
Sachsen,8438
Saxony-Anhalt,5844
Schleswig-Holstein,8566
Thüringen,5182
