Location Name,Amount Spent (EUR)
Baden-Württemberg,10362
Bayern,12752
Berlin,5218
Brandenburg,1544
Bremen,762
Hamburg,2900
Hessen,6100
Mecklenburg-Vorpommern,982
Niedersachsen,7230
Nordrhein-Westfalen,17360
Rheinland-Pfalz,4025
Saarland,1589
Sachsen,2864
Saxony-Anhalt,1370
Schleswig-Holstein,2312
Thüringen,1360
