Location Name,Amount Spent (EUR)
Baden-Württemberg,20148
Bayern,20489
Berlin,14817
Brandenburg,2799
Bremen,1408
Hamburg,6605
Hessen,11831
Mecklenburg-Vorpommern,2726
Niedersachsen,18058
Nordrhein-Westfalen,36397
Rheinland-Pfalz,7146
Saarland,2227
Sachsen,5187
Saxony-Anhalt,2554
Schleswig-Holstein,4501
Thüringen,2746
Unknown,≤100
