Location Name,Amount Spent (EUR)
Baden-Württemberg,31265
Bayern,32804
Berlin,24145
Brandenburg,3986
Bremen,1941
Hamburg,11764
Hessen,20475
Mecklenburg-Vorpommern,5287
Niedersachsen,39551
Nordrhein-Westfalen,56854
Rheinland-Pfalz,14470
Saarland,2625
Sachsen,7155
Saxony-Anhalt,3800
Schleswig-Holstein,7091
Thüringen,4156
Unknown,≤100
