Location Name,Amount Spent (EUR)
Baden-Württemberg,33312
Bayern,40460
Berlin,26882
Brandenburg,5519
Bremen,2301
Hamburg,10902
Hessen,21674
Mecklenburg-Vorpommern,6415
Niedersachsen,19401
Nordrhein-Westfalen,64623
Rheinland-Pfalz,13927
Saarland,2792
Sachsen,8764
Saxony-Anhalt,4832
Schleswig-Holstein,8786
Thüringen,4899
Unknown,≤100
