Location Name,Amount Spent (EUR)
Baden-Württemberg,13483
Bayern,16626
Berlin,9999
Brandenburg,2405
Bremen,914
Hamburg,4910
Hessen,8359
Mecklenburg-Vorpommern,2019
Niedersachsen,12478
Nordrhein-Westfalen,23318
Rheinland-Pfalz,5137
Saarland,1520
Sachsen,3882
Saxony-Anhalt,2067
Schleswig-Holstein,3637
Thüringen,1982
