Location Name,Amount Spent (EUR)
Baden-Württemberg,17481
Bayern,19348
Berlin,14732
Brandenburg,2498
Bremen,1307
Hamburg,6225
Hessen,10768
Mecklenburg-Vorpommern,2463
Niedersachsen,16130
Nordrhein-Westfalen,32179
Rheinland-Pfalz,6450
Saarland,1780
Sachsen,4826
Saxony-Anhalt,2204
Schleswig-Holstein,4249
Thüringen,2365
Unknown,≤100
