Location Name,Amount Spent (EUR)
Baden-Württemberg,43280
Bayern,50530
Berlin,36800
Brandenburg,6869
Bremen,3087
Hamburg,15011
Hessen,24218
Mecklenburg-Vorpommern,7169
Niedersachsen,25408
Nordrhein-Westfalen,74236
Rheinland-Pfalz,16915
Saarland,3413
Sachsen,10594
Saxony-Anhalt,6213
Schleswig-Holstein,10184
Thüringen,5440
Unknown,≤100
