Location Name,Amount Spent (EUR)
Baden-Württemberg,16213
Bayern,17476
Berlin,8136
Brandenburg,2305
Bremen,1234
Hamburg,4213
Hessen,9145
Mecklenburg-Vorpommern,2143
Niedersachsen,13572
Nordrhein-Westfalen,26254
Rheinland-Pfalz,6175
Saarland,1749
Sachsen,3969
Saxony-Anhalt,2060
Schleswig-Holstein,4404
Thüringen,1875
