Location Name,Amount Spent (EUR)
Baden-Württemberg,37659
Bayern,42460
Berlin,27080
Brandenburg,5831
Bremen,2759
Hamburg,11608
Hessen,20538
Mecklenburg-Vorpommern,6303
Niedersachsen,22069
Nordrhein-Westfalen,63218
Rheinland-Pfalz,14577
Saarland,2869
Sachsen,9582
Saxony-Anhalt,5329
Schleswig-Holstein,9042
Thüringen,4672
Unknown,≤100
