Location Name,Amount Spent (EUR)
Baden-Württemberg,10792
Bayern,12807
Berlin,9099
Brandenburg,1844
Bremen,777
Hamburg,4435
Hessen,6794
Mecklenburg-Vorpommern,1478
Niedersachsen,10495
Nordrhein-Westfalen,19318
Rheinland-Pfalz,4144
Saarland,1222
Sachsen,2794
Saxony-Anhalt,1692
Schleswig-Holstein,2738
Thüringen,1283
