Location Name,Amount Spent (EUR)
Baden-Württemberg,9936
Bayern,12646
Berlin,5424
Brandenburg,1271
Bremen,605
Hamburg,2437
Hessen,6409
Mecklenburg-Vorpommern,1498
Niedersachsen,8204
Nordrhein-Westfalen,20904
Rheinland-Pfalz,4148
Saarland,1231
Sachsen,2630
Saxony-Anhalt,1246
Schleswig-Holstein,2396
Thüringen,1410
