Location Name,Amount Spent (EUR)
Baden-Württemberg,18303
Bayern,18280
Berlin,12834
Brandenburg,3054
Bremen,1262
Hamburg,6401
Hessen,11091
Mecklenburg-Vorpommern,2412
Niedersachsen,17843
Nordrhein-Westfalen,33056
Rheinland-Pfalz,7104
Saarland,2038
Sachsen,4949
Saxony-Anhalt,2666
Schleswig-Holstein,4638
Thüringen,2656
