Location Name,Amount Spent (EUR)
Baden-Württemberg,40043
Bayern,46205
Berlin,37071
Brandenburg,6423
Bremen,2851
Hamburg,15794
Hessen,24259
Mecklenburg-Vorpommern,7016
Niedersachsen,26662
Nordrhein-Westfalen,77649
Rheinland-Pfalz,14648
Saarland,3274
Sachsen,10628
Saxony-Anhalt,5972
Schleswig-Holstein,9728
Thüringen,5526
Unknown,≤100
