Location Name,Amount Spent (EUR)
Baden-Württemberg,8752
Bayern,10187
Berlin,5133
Brandenburg,1069
Bremen,525
Hamburg,2477
Hessen,4947
Mecklenburg-Vorpommern,896
Niedersachsen,6726
Nordrhein-Westfalen,14736
Rheinland-Pfalz,3321
Saarland,1668
Sachsen,2382
Saxony-Anhalt,1083
Schleswig-Holstein,1875
Thüringen,1614
