Location Name,Amount Spent (EUR)
Baden-Württemberg,10236
Bayern,12998
Berlin,5678
Brandenburg,1387
Bremen,640
Hamburg,2661
Hessen,6859
Mecklenburg-Vorpommern,1575
Niedersachsen,8794
Nordrhein-Westfalen,21697
Rheinland-Pfalz,4502
Saarland,1476
Sachsen,2729
Saxony-Anhalt,1349
Schleswig-Holstein,2566
Thüringen,1462
