Location Name,Amount Spent (EUR)
Baden-Württemberg,8465
Bayern,9954
Berlin,4878
Brandenburg,978
Bremen,581
Hamburg,2323
Hessen,5104
Mecklenburg-Vorpommern,1286
Niedersachsen,7172
Nordrhein-Westfalen,14524
Rheinland-Pfalz,3416
Saarland,1159
Sachsen,2268
Saxony-Anhalt,1065
Schleswig-Holstein,1767
Thüringen,1076
