Location Name,Amount Spent (EUR)
Baden-Württemberg,15889
Bayern,18296
Berlin,10202
Brandenburg,2362
Bremen,1201
Hamburg,5166
Hessen,9724
Mecklenburg-Vorpommern,2217
Niedersachsen,13594
Nordrhein-Westfalen,26835
Rheinland-Pfalz,6174
Saarland,1730
Sachsen,3921
Saxony-Anhalt,2161
Schleswig-Holstein,4470
Thüringen,1845
