Location Name,Amount Spent (EUR)
Baden-Württemberg,10037
Bayern,12662
Berlin,5859
Brandenburg,1289
Bremen,740
Hamburg,2748
Hessen,6424
Mecklenburg-Vorpommern,1217
Niedersachsen,8233
Nordrhein-Westfalen,18641
Rheinland-Pfalz,4162
Saarland,1112
Sachsen,2658
Saxony-Anhalt,1396
Schleswig-Holstein,2321
Thüringen,1622
