Location Name,Amount Spent (EUR)
Baden-Württemberg,6022
Bayern,6411
Berlin,3292
Brandenburg,930
Bremen,340
Hamburg,1744
Hessen,3375
Mecklenburg-Vorpommern,524
Niedersachsen,3772
Nordrhein-Westfalen,9658
Rheinland-Pfalz,2054
Saarland,564
Sachsen,1477
Saxony-Anhalt,651
Schleswig-Holstein,1187
Thüringen,715
