Location Name,Amount Spent (EUR)
Baden-Württemberg,9049
Bayern,11149
Berlin,5360
Brandenburg,1126
Bremen,596
Hamburg,2453
Hessen,5639
Mecklenburg-Vorpommern,967
Niedersachsen,7182
Nordrhein-Westfalen,15089
Rheinland-Pfalz,3493
Saarland,1278
Sachsen,2455
Saxony-Anhalt,1157
Schleswig-Holstein,1779
Thüringen,1201
