Location Name,Amount Spent (EUR)
Baden-Württemberg,8714
Bayern,9614
Berlin,4163
Brandenburg,1371
Bremen,595
Hamburg,2385
Hessen,4849
Mecklenburg-Vorpommern,951
Niedersachsen,5863
Nordrhein-Westfalen,14224
Rheinland-Pfalz,3189
Saarland,1054
Sachsen,2434
Saxony-Anhalt,1154
Schleswig-Holstein,1846
Thüringen,1173
