Location Name,Amount Spent (EUR)
Baden-Württemberg,8856
Bayern,10065
Berlin,4428
Brandenburg,1147
Bremen,638
Hamburg,2298
Hessen,4884
Mecklenburg-Vorpommern,742
Niedersachsen,5843
Nordrhein-Westfalen,14281
Rheinland-Pfalz,3193
Saarland,1144
Sachsen,2389
Saxony-Anhalt,1034
Schleswig-Holstein,1759
Thüringen,1052
