Location Name,Amount Spent (EUR)
Baden-Württemberg,10577
Bayern,13254
Berlin,5515
Brandenburg,1655
Bremen,654
Hamburg,2367
Hessen,6335
Mecklenburg-Vorpommern,1522
Niedersachsen,8482
Nordrhein-Westfalen,20542
Rheinland-Pfalz,4085
Saarland,946
Sachsen,2673
Saxony-Anhalt,1354
Schleswig-Holstein,2802
Thüringen,1518
