Location Name,Amount Spent (EUR)
Baden-Württemberg,13797
Bayern,17429
Berlin,6935
Brandenburg,2044
Bremen,1232
Hamburg,3534
Hessen,8198
Mecklenburg-Vorpommern,2143
Niedersachsen,11817
Nordrhein-Westfalen,26541
Rheinland-Pfalz,5544
Saarland,1416
Sachsen,3657
Saxony-Anhalt,1734
Schleswig-Holstein,4098
Thüringen,2079
