Location Name,Amount Spent (EUR)
Baden-Württemberg,64783
Bayern,73202
Berlin,61393
Brandenburg,13570
Bremen,6986
Hamburg,31058
Hessen,41749
Mecklenburg-Vorpommern,11722
Niedersachsen,57592
Nordrhein-Westfalen,127512
Rheinland-Pfalz,26127
Saarland,9695
Sachsen,18344
Saxony-Anhalt,10835
Schleswig-Holstein,17124
Thüringen,10360
