Location Name,Amount Spent (EUR)
Baden-Württemberg,15806
Bayern,18551
Berlin,10003
Brandenburg,2416
Bremen,1180
Hamburg,5316
Hessen,9506
Mecklenburg-Vorpommern,2122
Niedersachsen,13481
Nordrhein-Westfalen,26771
Rheinland-Pfalz,6285
Saarland,1727
Sachsen,3853
Saxony-Anhalt,2063
Schleswig-Holstein,4429
Thüringen,1803
