Location Name,Amount Spent (EUR)
Baden-Württemberg,8605
Bayern,10621
Berlin,5171
Brandenburg,1136
Bremen,564
Hamburg,2268
Hessen,5198
Mecklenburg-Vorpommern,1510
Niedersachsen,7235
Nordrhein-Westfalen,18570
Rheinland-Pfalz,3367
Saarland,919
Sachsen,2221
Saxony-Anhalt,1165
Schleswig-Holstein,2130
Thüringen,1181
