Location Name,Amount Spent (EUR)
Baden-Württemberg,9633
Bayern,11944
Berlin,5544
Brandenburg,1255
Bremen,620
Hamburg,2475
Hessen,5943
Mecklenburg-Vorpommern,1580
Niedersachsen,8138
Nordrhein-Westfalen,20794
Rheinland-Pfalz,3927
Saarland,1060
Sachsen,2470
Saxony-Anhalt,1301
Schleswig-Holstein,2412
Thüringen,1335
